"codigoEvento";"tipoEvento";"codigoTCE";"naturezaEvento"
"204";"INFORMATIVO_MAIS";"N";"N"
"205";"DESCONTO";"N";"N"
"206";"VENCIMENTO";"N";"N"
"207";"VENCIMENTO";"N";"N"
"208";"VENCIMENTO";"N";"N"
"209";"VENCIMENTO";"N";"N"
"210";"INFORMATIVO_MAIS";"98";"D"
"211";"VENCIMENTO";"N";"N"
"212";"DESCONTO";"N";"N"
"213";"DESCONTO";"N";"N"
"214";"INFORMATIVO_MENOS";"N";"N"
"215";"INFORMATIVO_MENOS";"N";"N"
"216";"INFORMATIVO_MENOS";"N";"N"
"217";"VENCIMENTO";"601";"G"
"218";"VENCIMENTO";"N";"N"
"219";"VENCIMENTO";"N";"N"
"220";"VENCIMENTO";"N";"N"
"221";"VENCIMENTO";"N";"N"
"222";"VENCIMENTO";"N";"N"
"223";"VENCIMENTO";"N";"N"
"224";"VENCIMENTO";"N";"N"
"225";"DESCONTO";"N";"N"
"226";"INFORMATIVO_MENOS";"N";"N"
"227";"INFORMATIVO_MENOS";"N";"N"
"228";"INFORMATIVO_MENOS";"N";"N"
"229";"DESCONTO";"N";"N"
"230";"DESCONTO";"N";"N"
"231";"DESCONTO";"N";"N"
"232";"DESCONTO";"N";"N"
"233";"VENCIMENTO";"N";"N"
"234";"VENCIMENTO";"N";"N"
"235";"VENCIMENTO";"N";"N"
"236";"VENCIMENTO";"N";"N"
"237";"VENCIMENTO";"N";"N"
"238";"VENCIMENTO";"N";"N"
"239";"VENCIMENTO";"N";"N"
"240";"DESCONTO";"N";"N"
"241";"INFORMATIVO_MENOS";"N";"N"
"242";"INFORMATIVO_MENOS";"N";"N"
"243";"DESCONTO";"N";"N"
"244";"DESCONTO";"N";"N"
"245";"INFORMATIVO_MENOS";"N";"N"
"246";"INFORMATIVO_MENOS";"N";"N"
"247";"INFORMATIVO_MENOS";"N";"N"
"248";"INFORMATIVO_MENOS";"N";"N"
"249";"DESCONTO";"N";"N"
"250";"VENCIMENTO";"N";"N"
"251";"INFORMATIVO_MENOS";"N";"N"
"252";"VENCIMENTO";"N";"N"
"253";"VENCIMENTO";"N";"N"
"254";"DESCONTO";"N";"N"
"255";"VENCIMENTO";"N";"N"
"256";"VENCIMENTO";"N";"N"
"257";"VENCIMENTO";"N";"N"
"258";"INFORMATIVO_MAIS";"N";"N"
"259";"INFORMATIVO_MENOS";"N";"N"
"260";"VENCIMENTO";"N";"N"
"261";"VENCIMENTO";"N";"N"
"262";"INFORMATIVO_MENOS";"N";"N"
"263";"VENCIMENTO";"N";"N"
"264";"VENCIMENTO";"N";"N"
"265";"VENCIMENTO";"N";"N"
"266";"INFORMATIVO_MENOS";"N";"N"
"267";"INFORMATIVO_MENOS";"N";"N"
"268";"VENCIMENTO";"99";"G"
"269";"VENCIMENTO";"99";"G"
"270";"VENCIMENTO";"N";"N"
"271";"VENCIMENTO";"N";"N"
"272";"VENCIMENTO";"99";"G"
"273";"VENCIMENTO";"99";"G"
"274";"INFORMATIVO_MAIS";"N";"N"
"275";"INFORMATIVO_MAIS";"13";"G"
"276";"INFORMATIVO_MAIS";"13";"G"
"277";"VENCIMENTO";"N";"N"
"278";"VENCIMENTO";"99";"G"
"279";"VENCIMENTO";"N";"N"
"280";"VENCIMENTO";"N";"N"
"900";"VENCIMENTO";"N";"N"
"901";"DESCONTO";"N";"N"
"902";"DESCONTO";"5";"D"
"903";"DESCONTO";"6";"D"
"904";"DESCONTO";"N";"N"
"905";"DESCONTO";"N";"N"
"906";"DESCONTO";"N";"N"
"907";"DESCONTO";"10";"D"
"908";"DESCONTO";"N";"N"
"909";"INFORMATIVO_MAIS";"5";"D"
"912";"INFORMATIVO_MAIS";"10";"D"
"917";"VENCIMENTO";"N";"N"
"950";"INFORMATIVO_MAIS";"N";"N"
"951";"INFORMATIVO_MENOS";"N";"N"
"952";"INFORMATIVO_MAIS";"N";"N"
"953";"INFORMATIVO_MENOS";"N";"N"
"954";"INFORMATIVO_MAIS";"N";"N"
"955";"INFORMATIVO_MAIS";"N";"N"
"999";"DESCONTO";"98";"D"
"1000";"VENCIMENTO";"N";"N"
"1001";"VENCIMENTO";"N";"N"
"1002";"VENCIMENTO";"N";"N"
"1003";"VENCIMENTO";"N";"N"
"1004";"VENCIMENTO";"N";"N"
"1005";"VENCIMENTO";"N";"N"
"1006";"VENCIMENTO";"N";"N"
"1007";"VENCIMENTO";"N";"N"
"1008";"VENCIMENTO";"23";"G"
"1009";"VENCIMENTO";"18";"G"
"1010";"DESCONTO";"N";"N"
"1011";"VENCIMENTO";"N";"N"
"1012";"VENCIMENTO";"N";"N"
"1013";"VENCIMENTO";"2";"B"
"1014";"VENCIMENTO";"N";"N"
"1015";"VENCIMENTO";"N";"N"
"1016";"INFORMATIVO_MAIS";"N";"N"
"1017";"INFORMATIVO_MAIS";"N";"N"
"1018";"VENCIMENTO";"N";"N"
"1019";"VENCIMENTO";"N";"N"
"1020";"VENCIMENTO";"N";"N"
"1021";"VENCIMENTO";"N";"N"
"1022";"VENCIMENTO";"N";"N"
"1023";"VENCIMENTO";"N";"N"
"1024";"DESCONTO";"N";"N"
"1025";"VENCIMENTO";"N";"N"
"1026";"DESCONTO";"98";"D"
"1027";"VENCIMENTO";"N";"N"
"1028";"VENCIMENTO";"N";"N"
"1029";"VENCIMENTO";"N";"N"
"1030";"VENCIMENTO";"N";"N"
"1031";"VENCIMENTO";"N";"N"
"1032";"VENCIMENTO";"N";"N"
"1033";"VENCIMENTO";"N";"N"
"1034";"VENCIMENTO";"21";"G"
"1035";"VENCIMENTO";"99";"G"
"1036";"VENCIMENTO";"N";"N"
"1037";"VENCIMENTO";"N";"N"
"1038";"INFORMATIVO_MAIS";"N";"N"
"1039";"VENCIMENTO";"N";"N"
"1040";"VENCIMENTO";"N";"N"
"1041";"VENCIMENTO";"N";"N"
"1042";"VENCIMENTO";"N";"N"
"1043";"VENCIMENTO";"N";"N"
"1044";"VENCIMENTO";"N";"N"
"1045";"VENCIMENTO";"N";"N"
"1046";"VENCIMENTO";"N";"N"
"1047";"VENCIMENTO";"N";"N"
"1048";"VENCIMENTO";"N";"N"
"1049";"VENCIMENTO";"N";"N"
"1050";"VENCIMENTO";"N";"N"
"1051";"VENCIMENTO";"60";"G"
"1052";"VENCIMENTO";"N";"N"
"1053";"VENCIMENTO";"N";"N"
"1054";"VENCIMENTO";"N";"N"
"1055";"VENCIMENTO";"N";"N"
"1056";"VENCIMENTO";"N";"N"
"1057";"VENCIMENTO";"N";"N"
"1058";"VENCIMENTO";"N";"N"
"1059";"VENCIMENTO";"N";"N"
"1060";"VENCIMENTO";"N";"N"
"1061";"VENCIMENTO";"N";"N"
"1062";"VENCIMENTO";"N";"N"
"1063";"VENCIMENTO";"N";"N"
"1064";"VENCIMENTO";"N";"N"
"1065";"INFORMATIVO_MENOS";"N";"N"
"1066";"DESCONTO";"N";"N"
"1067";"DESCONTO";"98";"D"
"1068";"DESCONTO";"98";"D"
"1069";"DESCONTO";"N";"N"
"1070";"DESCONTO";"515";"D"
"1071";"DESCONTO";"9";"D"
"1072";"DESCONTO";"9";"D"
"1073";"DESCONTO";"N";"N"
"1074";"DESCONTO";"N";"N"
"1075";"DESCONTO";"N";"N"
"1076";"DESCONTO";"N";"N"
"1077";"DESCONTO";"N";"N"
"1078";"DESCONTO";"N";"N"
"1079";"DESCONTO";"N";"N"
"1080";"DESCONTO";"N";"N"
"1081";"DESCONTO";"N";"N"
"1082";"DESCONTO";"N";"N"
"1083";"DESCONTO";"N";"N"
"1084";"DESCONTO";"N";"N"
"1085";"INFORMATIVO_MENOS";"N";"N"
"1086";"DESCONTO";"N";"N"
"1087";"VENCIMENTO";"N";"N"
"1088";"VENCIMENTO";"N";"N"
"1089";"DESCONTO";"N";"N"
"1090";"DESCONTO";"N";"N"
"1091";"DESCONTO";"N";"N"
"1092";"DESCONTO";"N";"N"
"1093";"DESCONTO";"N";"N"
"1094";"DESCONTO";"N";"N"
"1095";"DESCONTO";"N";"N"
"1096";"VENCIMENTO";"N";"N"
"1097";"DESCONTO";"N";"N"
"1098";"VENCIMENTO";"N";"N"
"1099";"VENCIMENTO";"N";"N"
"1100";"VENCIMENTO";"N";"N"
"1101";"VENCIMENTO";"N";"N"
"1102";"VENCIMENTO";"99";"G"
"1103";"VENCIMENTO";"N";"N"
"1104";"DESCONTO";"N";"N"
"1105";"DESCONTO";"N";"N"
"1106";"DESCONTO";"N";"N"
"1107";"DESCONTO";"N";"N"
"1108";"VENCIMENTO";"N";"N"
"1109";"VENCIMENTO";"N";"N"
"1110";"DESCONTO";"N";"N"
"1111";"VENCIMENTO";"99";"G"
"1112";"DESCONTO";"98";"D"
"1113";"VENCIMENTO";"N";"N"
"1114";"VENCIMENTO";"N";"N"
"1115";"DESCONTO";"N";"N"
"1116";"DESCONTO";"98";"D"
"1117";"DESCONTO";"N";"N"
"1118";"DESCONTO";"N";"N"
"1119";"DESCONTO";"N";"N"
"1120";"VENCIMENTO";"99";"G"
"1121";"DESCONTO";"98";"D"
"1122";"DESCONTO";"N";"N"
"1123";"DESCONTO";"N";"N"
"1124";"DESCONTO";"N";"N"
"1125";"DESCONTO";"N";"N"
"1126";"DESCONTO";"N";"N"
"1127";"DESCONTO";"N";"N"
"1128";"VENCIMENTO";"N";"N"
"1129";"VENCIMENTO";"N";"N"
"1130";"VENCIMENTO";"N";"N"
"1131";"VENCIMENTO";"N";"N"
"1132";"VENCIMENTO";"N";"N"
"1133";"VENCIMENTO";"N";"N"
"1134";"VENCIMENTO";"N";"N"
"1135";"VENCIMENTO";"N";"N"
"1136";"VENCIMENTO";"N";"N"
"1137";"VENCIMENTO";"N";"N"
"1138";"VENCIMENTO";"N";"N"
"1139";"VENCIMENTO";"99";"G"
"1140";"INFORMATIVO_MAIS";"N";"N"
"1141";"INFORMATIVO_MAIS";"N";"N"
"1142";"INFORMATIVO_MAIS";"N";"N"
"1143";"VENCIMENTO";"N";"N"
"1144";"DESCONTO";"N";"N"
"1145";"DESCONTO";"N";"N"
"1146";"DESCONTO";"N";"N"
"1147";"DESCONTO";"N";"N"
"1148";"DESCONTO";"N";"N"
"1149";"DESCONTO";"N";"N"
"1150";"DESCONTO";"N";"N"
"1151";"DESCONTO";"N";"N"
"1152";"DESCONTO";"N";"N"
"1153";"DESCONTO";"N";"N"
"1154";"DESCONTO";"N";"N"
"1155";"DESCONTO";"N";"N"
"1156";"DESCONTO";"N";"N"
"1157";"DESCONTO";"N";"N"
"1158";"DESCONTO";"N";"N"
"1159";"DESCONTO";"N";"N"
"1160";"VENCIMENTO";"21";"G"
"1161";"VENCIMENTO";"N";"N"
"1162";"VENCIMENTO";"N";"N"
"1163";"DESCONTO";"N";"N"
"1164";"VENCIMENTO";"N";"N"
"1165";"VENCIMENTO";"N";"N"
"1166";"VENCIMENTO";"N";"N"
"1167";"VENCIMENTO";"N";"N"
"1168";"DESCONTO";"98";"D"
"1169";"VENCIMENTO";"N";"N"
"1170";"VENCIMENTO";"20";"G"
"1171";"VENCIMENTO";"N";"N"
"1172";"VENCIMENTO";"N";"N"
"1173";"VENCIMENTO";"N";"N"
"1174";"VENCIMENTO";"N";"N"
"1175";"VENCIMENTO";"N";"N"
"1176";"VENCIMENTO";"N";"N"
"1177";"VENCIMENTO";"N";"N"
"1178";"VENCIMENTO";"N";"N"
"1179";"VENCIMENTO";"N";"N"
"1180";"VENCIMENTO";"N";"N"
"1181";"VENCIMENTO";"N";"N"
"1182";"VENCIMENTO";"N";"N"
"1183";"DESCONTO";"N";"N"
"1184";"DESCONTO";"N";"N"
"1185";"DESCONTO";"N";"N"
"1186";"VENCIMENTO";"N";"N"
"1187";"DESCONTO";"N";"N"
"1188";"DESCONTO";"N";"N"
"1189";"VENCIMENTO";"N";"N"
"1190";"VENCIMENTO";"N";"N"
"1191";"DESCONTO";"N";"N"
"1192";"DESCONTO";"N";"N"
"1193";"VENCIMENTO";"N";"N"
"1194";"VENCIMENTO";"N";"N"
"1195";"VENCIMENTO";"N";"N"
"1196";"VENCIMENTO";"N";"N"
"1197";"VENCIMENTO";"N";"N"
"1198";"VENCIMENTO";"N";"N"
"1199";"VENCIMENTO";"N";"N"
"1200";"VENCIMENTO";"N";"N"
"1201";"VENCIMENTO";"N";"N"
"1202";"VENCIMENTO";"24";"G"
"1203";"DESCONTO";"N";"N"
"1204";"DESCONTO";"N";"N"
"1205";"VENCIMENTO";"N";"N"
"1206";"VENCIMENTO";"N";"N"
"1207";"VENCIMENTO";"30";"G"
"1208";"VENCIMENTO";"N";"N"
"1209";"VENCIMENTO";"N";"N"
"1210";"DESCONTO";"N";"N"
"1211";"DESCONTO";"N";"N"
"1212";"VENCIMENTO";"N";"N"
"1213";"VENCIMENTO";"N";"N"
"1214";"DESCONTO";"N";"N"
"1215";"VENCIMENTO";"N";"N"
"1216";"VENCIMENTO";"99";"G"
"1217";"VENCIMENTO";"N";"N"
"1218";"VENCIMENTO";"N";"N"
"1219";"VENCIMENTO";"N";"N"
"1220";"VENCIMENTO";"N";"N"
"1221";"DESCONTO";"509";"D"
"1222";"VENCIMENTO";"N";"N"
"1223";"VENCIMENTO";"N";"N"
"1224";"VENCIMENTO";"N";"N"
"1225";"VENCIMENTO";"N";"N"
"1226";"VENCIMENTO";"N";"N"
"1227";"VENCIMENTO";"N";"N"
"1228";"VENCIMENTO";"N";"N"
"1229";"DESCONTO";"N";"N"
"1230";"INFORMATIVO_MAIS";"N";"N"
"1231";"VENCIMENTO";"N";"N"
"1232";"VENCIMENTO";"N";"N"
"1233";"DESCONTO";"514";"D"
"1234";"DESCONTO";"505";"D"
"1235";"VENCIMENTO";"N";"N"
"1236";"VENCIMENTO";"N";"N"
"1237";"VENCIMENTO";"N";"N"
"1238";"VENCIMENTO";"N";"N"
"1239";"DESCONTO";"N";"N"
"1240";"DESCONTO";"N";"N"
"1241";"VENCIMENTO";"N";"N"
"1242";"VENCIMENTO";"99";"G"
"1243";"VENCIMENTO";"N";"N"
"1244";"VENCIMENTO";"N";"N"
"1245";"VENCIMENTO";"N";"N"
"1246";"VENCIMENTO";"N";"N"
"1247";"VENCIMENTO";"N";"N"
"1248";"VENCIMENTO";"N";"N"
"1249";"VENCIMENTO";"N";"N"
"1250";"DESCONTO";"N";"N"
"1251";"DESCONTO";"N";"N"
"1252";"VENCIMENTO";"N";"N"
"1253";"VENCIMENTO";"N";"N"
"1254";"VENCIMENTO";"N";"N"
"1255";"VENCIMENTO";"N";"N"
"1256";"VENCIMENTO";"N";"N"
"1257";"VENCIMENTO";"N";"N"
"1258";"VENCIMENTO";"N";"N"
"1259";"VENCIMENTO";"N";"N"
"1260";"VENCIMENTO";"N";"N"
"1261";"VENCIMENTO";"N";"N"
"1262";"VENCIMENTO";"N";"N"
"1263";"DESCONTO";"N";"N"
"1264";"VENCIMENTO";"N";"N"
"1265";"VENCIMENTO";"N";"N"
"1266";"DESCONTO";"505";"D"
"1267";"DESCONTO";"N";"N"
"1268";"DESCONTO";"N";"N"
"1269";"DESCONTO";"N";"N"
"1270";"VENCIMENTO";"N";"N"
"1271";"VENCIMENTO";"N";"N"
"1272";"VENCIMENTO";"99";"G"
"1273";"VENCIMENTO";"99";"G"
"1274";"DESCONTO";"N";"N"
"1275";"VENCIMENTO";"N";"N"
"1276";"VENCIMENTO";"N";"N"
"1277";"VENCIMENTO";"N";"N"
"1278";"VENCIMENTO";"N";"N"
"1279";"VENCIMENTO";"N";"N"
"1280";"VENCIMENTO";"N";"N"
"1281";"VENCIMENTO";"N";"N"
"1282";"VENCIMENTO";"N";"N"
"1283";"VENCIMENTO";"N";"N"
"1284";"VENCIMENTO";"N";"N"
"1285";"VENCIMENTO";"N";"N"
"1286";"VENCIMENTO";"N";"N"
"1287";"VENCIMENTO";"23";"G"
"1288";"VENCIMENTO";"21";"G"
"1289";"VENCIMENTO";"N";"N"
"1290";"VENCIMENTO";"N";"N"
"1291";"VENCIMENTO";"N";"N"
"1292";"VENCIMENTO";"99";"G"
"1293";"VENCIMENTO";"N";"N"
"1294";"VENCIMENTO";"N";"N"
"1295";"VENCIMENTO";"N";"N"
"1296";"VENCIMENTO";"N";"N"
"1297";"DESCONTO";"N";"N"
"1298";"DESCONTO";"N";"N"
"1299";"VENCIMENTO";"N";"N"
"1300";"VENCIMENTO";"N";"N"
"1301";"VENCIMENTO";"99";"G"
"1302";"VENCIMENTO";"23";"G"
"1303";"VENCIMENTO";"23";"G"
"1304";"VENCIMENTO";"N";"N"
"1305";"VENCIMENTO";"N";"N"
"1306";"VENCIMENTO";"N";"N"
"1307";"DESCONTO";"N";"N"
"1308";"INFORMATIVO_MENOS";"N";"N"
"1309";"VENCIMENTO";"99";"G"
"1310";"VENCIMENTO";"N";"N"
"1311";"VENCIMENTO";"N";"N"
"1312";"VENCIMENTO";"N";"N"
"1313";"VENCIMENTO";"N";"N"
"1314";"VENCIMENTO";"N";"N"
"1315";"VENCIMENTO";"N";"N"
"1316";"VENCIMENTO";"N";"N"
"1317";"VENCIMENTO";"N";"N"
"1318";"VENCIMENTO";"99";"G"
"1319";"VENCIMENTO";"N";"N"
"1320";"DESCONTO";"N";"N"
"1321";"DESCONTO";"N";"N"
"1322";"DESCONTO";"98";"D"
"1323";"VENCIMENTO";"N";"N"
"1324";"VENCIMENTO";"N";"N"
"1325";"VENCIMENTO";"30";"G"
"1326";"VENCIMENTO";"99";"G"
"1327";"VENCIMENTO";"N";"N"
"1328";"VENCIMENTO";"N";"N"
"1329";"VENCIMENTO";"N";"N"
"1330";"VENCIMENTO";"53";"G"
"1331";"VENCIMENTO";"N";"N"
"1332";"VENCIMENTO";"N";"N"
"1333";"VENCIMENTO";"N";"N"
"1334";"VENCIMENTO";"N";"N"
"1335";"DESCONTO";"98";"D"
"1336";"VENCIMENTO";"27";"G"
"1337";"VENCIMENTO";"30";"G"
"1338";"VENCIMENTO";"N";"N"
"1339";"VENCIMENTO";"N";"N"
"1340";"VENCIMENTO";"N";"N"
"1341";"VENCIMENTO";"N";"N"
"1342";"VENCIMENTO";"N";"N"
"1343";"VENCIMENTO";"N";"N"
"1344";"VENCIMENTO";"N";"N"
"1345";"VENCIMENTO";"N";"N"
"1346";"VENCIMENTO";"N";"N"
"1347";"VENCIMENTO";"N";"N"
"1348";"VENCIMENTO";"N";"N"
"1349";"VENCIMENTO";"N";"N"
"1350";"VENCIMENTO";"N";"N"
"1351";"VENCIMENTO";"N";"N"
"1352";"VENCIMENTO";"N";"N"
"1353";"VENCIMENTO";"N";"N"
"1354";"VENCIMENTO";"N";"N"
"1355";"VENCIMENTO";"23";"G"
"1356";"VENCIMENTO";"N";"N"
"1357";"VENCIMENTO";"23";"G"
"1358";"VENCIMENTO";"99";"G"
"1359";"DESCONTO";"N";"N"
"1360";"VENCIMENTO";"N";"N"
"1361";"DESCONTO";"N";"N"
"1362";"VENCIMENTO";"N";"N"
"1363";"VENCIMENTO";"N";"N"
"1364";"VENCIMENTO";"N";"N"
"1365";"VENCIMENTO";"N";"N"
"1366";"VENCIMENTO";"N";"N"
"1367";"VENCIMENTO";"N";"N"
"1368";"VENCIMENTO";"N";"N"
"1369";"VENCIMENTO";"N";"N"
"1370";"VENCIMENTO";"N";"N"
"1371";"VENCIMENTO";"N";"N"
"1372";"VENCIMENTO";"N";"N"
"1373";"VENCIMENTO";"N";"N"
"1374";"VENCIMENTO";"N";"N"
"1375";"VENCIMENTO";"N";"N"
"1376";"VENCIMENTO";"N";"N"
"1377";"DESCONTO";"N";"N"
"1378";"VENCIMENTO";"23";"G"
"1379";"VENCIMENTO";"N";"N"
"1380";"DESCONTO";"N";"N"
"1381";"VENCIMENTO";"N";"N"
"1382";"VENCIMENTO";"N";"N"
"1383";"VENCIMENTO";"N";"N"
"1384";"VENCIMENTO";"N";"N"
"1385";"VENCIMENTO";"N";"N"
"1386";"VENCIMENTO";"N";"N"
"1387";"VENCIMENTO";"N";"N"
"1388";"VENCIMENTO";"N";"N"
"1389";"VENCIMENTO";"N";"N"
"1390";"VENCIMENTO";"N";"N"
"1391";"VENCIMENTO";"N";"N"
"1392";"VENCIMENTO";"99";"G"
"1393";"VENCIMENTO";"N";"N"
"1394";"VENCIMENTO";"N";"N"
"1395";"DESCONTO";"N";"N"
"1396";"VENCIMENTO";"N";"N"
"1397";"VENCIMENTO";"N";"N"
"1398";"VENCIMENTO";"N";"N"
"1399";"VENCIMENTO";"18";"G"
"1400";"VENCIMENTO";"N";"N"
"1401";"VENCIMENTO";"N";"N"
"1402";"VENCIMENTO";"23";"G"
"1403";"VENCIMENTO";"N";"N"
"1404";"VENCIMENTO";"N";"N"
"1405";"VENCIMENTO";"N";"N"
"1406";"VENCIMENTO";"N";"N"
"1407";"VENCIMENTO";"N";"N"
"1408";"DESCONTO";"98";"D"
"1409";"DESCONTO";"N";"N"
"1410";"DESCONTO";"N";"N"
"1411";"DESCONTO";"N";"N"
"1412";"DESCONTO";"N";"N"
"1413";"DESCONTO";"N";"N"
"1414";"DESCONTO";"N";"N"
"1415";"DESCONTO";"N";"N"
"1416";"DESCONTO";"N";"N"
"1417";"DESCONTO";"N";"N"
"1418";"DESCONTO";"N";"N"
"1419";"DESCONTO";"N";"N"
"1420";"DESCONTO";"N";"N"
"1421";"DESCONTO";"N";"N"
"1422";"DESCONTO";"505";"D"
"1423";"DESCONTO";"505";"D"
"1424";"DESCONTO";"505";"D"
"1425";"DESCONTO";"505";"D"
"1426";"DESCONTO";"505";"D"
"1427";"VENCIMENTO";"N";"N"
"1428";"VENCIMENTO";"N";"N"
"1429";"VENCIMENTO";"N";"N"
"1430";"VENCIMENTO";"23";"G"
"1431";"DESCONTO";"507";"D"
"1432";"VENCIMENTO";"25";"G"
"1433";"DESCONTO";"515";"D"
"1434";"DESCONTO";"514";"D"
"1435";"DESCONTO";"98";"D"
"1436";"VENCIMENTO";"99";"G"
"1437";"VENCIMENTO";"N";"N"
"1438";"DESCONTO";"507";"D"
"1439";"VENCIMENTO";"N";"N"
"1440";"VENCIMENTO";"N";"N"
"1441";"VENCIMENTO";"N";"N"
"1442";"DESCONTO";"N";"N"
"1443";"VENCIMENTO";"N";"N"
"1444";"VENCIMENTO";"N";"N"
"1445";"VENCIMENTO";"N";"N"
"1446";"VENCIMENTO";"N";"N"
"1447";"VENCIMENTO";"99";"G"
"1448";"VENCIMENTO";"N";"N"
"1449";"VENCIMENTO";"N";"N"
"1450";"VENCIMENTO";"N";"N"
"1451";"VENCIMENTO";"N";"N"
"1452";"DESCONTO";"N";"N"
"1453";"VENCIMENTO";"N";"N"
"1454";"VENCIMENTO";"N";"N"
"1455";"DESCONTO";"505";"D"
"1456";"DESCONTO";"N";"N"
"1457";"VENCIMENTO";"N";"N"
"1458";"VENCIMENTO";"N";"N"
"1459";"VENCIMENTO";"N";"N"
"1460";"VENCIMENTO";"N";"N"
"1461";"VENCIMENTO";"N";"N"
"1462";"VENCIMENTO";"N";"N"
"1463";"VENCIMENTO";"N";"N"
"1464";"INFORMATIVO_MAIS";"N";"N"
"1465";"VENCIMENTO";"N";"N"
"1466";"VENCIMENTO";"29";"G"
"1467";"VENCIMENTO";"29";"G"
"1468";"VENCIMENTO";"29";"G"
"1469";"DESCONTO";"N";"N"
"1470";"INFORMATIVO_MENOS";"N";"N"
"1471";"VENCIMENTO";"N";"N"
"1472";"VENCIMENTO";"19";"G"
"1473";"VENCIMENTO";"19";"G"
"1474";"VENCIMENTO";"22";"G"
"1475";"VENCIMENTO";"N";"N"
"1476";"VENCIMENTO";"N";"N"
